volcano_number;volcano_name;primary_volcano_type;last_eruption_year;country;region;subregion;latitude;longitude;elevation;tectonic_settings;evidence_category;major_rock_1;major_rock_2;major_rock_3;major_rock_4;major_rock_5;minor_rock_1;minor_rock_2;minor_rock_3;minor_rock_4;minor_rock_5;population_within_5_km;population_within_10_km;population_within_30_km;population_within_100_km
344101;Granada;fissurevent;Unknown;Nicaragua;México and Central America;Nicaragua;11.92;-85.98;300;Subduction zone / Continental crust (>25 km);Evidence Credible;Basalt / Picro-Basalt; ; ; ; ;Dacite; ; ; ;NA;105952;137880;678798;2722372
371060;Grimsnes;craterrows;-3500;Iceland;Iceland and Arctic Ocean;Iceland (southwestern);64.05;-20.883;200;Rift zone / Oceanic crust (< 15 km);Eruption Dated;Basalt / Picro-Basalt; ; ; ; ; ; ; ; ;NA;6253;6253;11236;197798
373010;Grimsvotn;caldera;2011;Iceland;Iceland and Arctic Ocean;Iceland (northeastern);64.416;-17.316;1719;Rift zone / Oceanic crust (< 15 km);Eruption Observed;Basalt / Picro-Basalt; ; ; ; ; ; ; ; ;NA;0;0;0;1736
352020;Guagua Pichincha;stratovolcano;2002;Ecuador;South America;Ecuador;-0.171;-78.598;4784;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;Dacite; ; ; ; ; ; ; ;NA;449;32488;2064475;3581801
355093;Guayaques;lavadome;Unknown;Chile-Bolivia;South America;Northern Chile, Bolivia and Argentina;-22.895;-67.566;5598;Subduction zone / Continental crust (>25 km);Evidence Credible;Dacite;Andesite / Basaltic Andesite; ; ; ; ; ; ; ;NA;2;26;408;9770
343052;Guazapa;stratovolcano;Unknown;El Salvador;México and Central America;El Salvador and Honduras;13.9;-89.12;1438;Subduction zone / Continental crust (>25 km);Evidence Uncertain;Basalt / Picro-Basalt; ; ; ; ; ; ; ; ;NA;6492;94131;2488228;6800406
221124;Gufa;volcanicfield;Unknown;Eritrea-Djibouti;Africa and Red Sea;Africa (northeastern) and Red Sea;12.55;42.53;600;Rift zone / Intermediate crust (15-25 km);Evidence Credible;Basalt / Picro-Basalt; ; ; ; ; ; ; ; ;NA;1651;1651;6301;186649
263130;Guntur;complex;1847;Indonesia;Indonesia;Java;-7.143;107.84;2249;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;Basalt / Picro-Basalt; ; ; ; ; ; ; ;NA;4652;218012;3412038;24486191
284050;Hachijojima;stratovolcano;1606;Japan;Japan, Taiwan, Marianas;Izu, Volcano, and Mariana Islands;33.137;139.766;854;Subduction zone / Oceanic crust (< 15 km);Eruption Observed;Basalt / Picro-Basalt;Andesite / Basaltic Andesite; ; ; ; ; ; ; ;NA;11275;13560;13564;14082
283250;Hachimantai;stratovolcano;-5350;Japan;Japan, Taiwan, Marianas;Honshu;39.958;140.854;1613;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;Basalt / Picro-Basalt;Dacite; ; ; ; ; ; ;NA;268;1261;89833;3131126
275001;Hainan Volcanic Field;pyroclasticcone;1933;China;Philippines and SE Asia;Southeast Asia;19.905;110.229;196;Intraplate / Continental crust (>25 km);Eruption Observed;Basalt / Picro-Basalt; ; ; ; ; ; ; ; ;NA;1731229;1731229;1731229;6213231
283280;Hakkodasan;stratovolcano;1550;Japan;Japan, Taiwan, Marianas;Honshu;40.659;140.877;1585;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;Dacite;Basalt / Picro-Basalt;Rhyolite; ; ; ; ; ;NA;225;730;476624;1921667
283020;Hakoneyama;complex;2015;Japan;Japan, Taiwan, Marianas;Honshu;35.233;139.021;1438;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;Basalt / Picro-Basalt;Dacite; ; ; ; ; ; ;NA;14140;53755;1543563;30282197
283050;Hakusan;stratovolcano;1659;Japan;Japan, Taiwan, Marianas;Honshu;36.155;136.771;2702;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;Dacite; ; ; ; ; ; ; ;NA;474;807;63965;5959200
332060;Haleakala;shield;1750;United States;Hawaii and Pacific Ocean;Hawaiian Islands;20.708;-156.25;3055;Intraplate / Oceanic crust (< 15 km);Eruption Dated;Basalt / Picro-Basalt;Trachybasalt / Tephrite Basanite; ; ; ; ; ; ; ;NA;26074;26074;65398;157582
306040;Halla;shield;1007;South Korea;Kamchatka and Mainland Asia;Korea;33.361;126.53;1919;Intraplate / Continental crust (>25 km);Eruption Observed;Basalt / Picro-Basalt;Trachybasalt / Tephrite Basanite;Trachyandesite / Basaltic Trachyandesite; ; ;Trachyte / Trachydacite; ; ; ;NA;134;2653;482766;543082
221022;Hanish;shield;Unknown;Yemen;Africa and Red Sea;Africa (northeastern) and Red Sea;13.72;42.73;422;Rift zone / Oceanic crust (< 15 km);Evidence Credible;Basalt / Picro-Basalt;Trachybasalt / Tephrite Basanite;Trachyandesite / Basaltic Trachyandesite; ; ; ; ; ; ;NA;219;304;811;850223
252100;Hargy;stratovolcano;950;Papua New Guinea;Melanesia and Australia;New Britain;-5.33;151.1;1148;Subduction zone / Continental crust (>25 km);Eruption Dated;Dacite;Andesite / Basaltic Andesite; ; ; ; ; ; ; ;NA;84;5093;14613;85504
231001;Harrat Ash Shamah;volcanicfield;1850;Syria-Jordan-Saudi Arabia;Middle East and Indian Ocean;Middle East (western);32.333;37.583;1100;Intraplate / Continental crust (>25 km);Eruption Observed;Basalt / Picro-Basalt;Trachybasalt / Tephrite Basanite; ; ; ;Andesite / Basaltic Andesite;Trachyandesite / Basaltic Trachyandesite;Trachyte / Trachydacite; ;NA;276996;276996;276996;276996
283122;Harunasan;stratovolcano;550;Japan;Japan, Taiwan, Marianas;Honshu;36.477;138.851;1449;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;Dacite;Basalt / Picro-Basalt; ; ; ; ; ; ;NA;1135;36116;1185012;14076385
213002;Hasan Dagi;stratovolcano;Unknown;Turkey;Mediterranean and Western Asia;Turkey;38.13;34.17;3253;Intraplate / Continental crust (>25 km);Evidence Credible;Dacite;Andesite / Basaltic Andesite;Rhyolite;Basalt / Picro-Basalt;Trachyandesite / Basaltic Trachyandesite; ; ; ; ;NA;235;4979;174584;1362673
275040;Haut Dong Nai;volcanicfield;Unknown;Vietnam;Philippines and SE Asia;Southeast Asia;11.6;108.2;1000;Intraplate / Continental crust (>25 km);Evidence Uncertain;Basalt / Picro-Basalt;Trachybasalt / Tephrite Basanite;Trachyandesite / Basaltic Trachyandesite;Andesite / Basaltic Andesite; ; ; ; ; ;NA;136278;136278;344723;2975160
231110;Haylan, Jabal;volcanicfield;-1200;Yemen;Middle East and Indian Ocean;Middle East (southern);15.4;45.1;1550;Intraplate / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt; ; ; ; ; ; ; ; ;NA;225754;225754;225754;4164209
241140;Healy;submarine;1360;New Zealand;New Zealand to Fiji;New Zealand;-35.004;178.973;-980;Subduction zone / Oceanic crust (< 15 km);Eruption Dated;Dacite; ; ; ; ;Rhyolite;Basalt / Picro-Basalt; ; ;NA;0;0;0;0
234010;Heard;stratovolcano;2020;Australia;Middle East and Indian Ocean;Indian Ocean (southern);-53.106;73.513;2745;Intraplate / Oceanic crust (< 15 km);Eruption Observed;Trachybasalt / Tephrite Basanite;Basalt / Picro-Basalt;Trachyandesite / Basaltic Trachyandesite;Trachyte / Trachydacite;Phono-tephrite /  Tephri-phonolite; ; ; ; ;NA;0;0;0;0
372070;Hekla;stratovolcano;2000;Iceland;Iceland and Arctic Ocean;Iceland (southern);63.983;-19.666;1490;Rift zone / Oceanic crust (< 15 km);Eruption Observed;Andesite / Basaltic Andesite;Basalt / Picro-Basalt;Rhyolite;Dacite; ; ; ; ; ;NA;0;0;298;22845
370020;Helgrindur;pyroclasticcone;Unknown;Iceland;Iceland and Arctic Ocean;Iceland (western);64.866;-23.283;986;Rift zone / Oceanic crust (< 15 km);Evidence Credible;Basalt / Picro-Basalt; ; ; ; ; ; ; ; ;NA;753;753;2312;20018
324040;Hell's Half Acre;shield;-3250;United States;Canada and Western USA;USA (Idaho);43.5;-112.45;1631;Rift zone / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt; ; ; ; ; ; ; ; ;NA;0;305;12646;295506
371050;Hengill;craterrows;150;Iceland;Iceland and Arctic Ocean;Iceland (southwestern);64.083;-21.416;803;Rift zone / Oceanic crust (< 15 km);Eruption Dated;Basalt / Picro-Basalt;Andesite / Basaltic Andesite;Rhyolite; ; ; ; ; ; ;NA;5722;5722;124106;204855
383020;Hierro;shield;2012;Spain;Atlantic Ocean;Canary Islands;27.73;-18.03;1500;Intraplate / Oceanic crust (< 15 km);Eruption Observed;Trachybasalt / Tephrite Basanite;Basalt / Picro-Basalt;Trachyandesite / Basaltic Trachyandesite; ; ;Trachyte / Trachydacite;Foidite; ; ;NA;20321;20321;20321;43696
283131;Hiuchigatake;stratovolcano;1544;Japan;Japan, Taiwan, Marianas;Honshu;36.955;139.285;2356;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;Dacite; ; ; ; ; ; ; ;NA;179;720;18567;7523509
390110;Hodson;stratovolcano;Unknown;United Kingdom;Antarctica;Antarctica and South Sandwich Islands;-56.712;-27.176;835;Subduction zone / Oceanic crust (< 15 km);Evidence Credible;Basalt / Picro-Basalt;Andesite / Basaltic Andesite; ; ; ; ; ; ; ;NA;0;0;0;0
371090;Hofsjokull;subglacial;Unknown;Iceland;Iceland and Arctic Ocean;Iceland (southwestern);64.833;-18.766;1765;Rift zone / Oceanic crust (< 15 km);Evidence Credible;Basalt / Picro-Basalt;Rhyolite; ; ; ; ; ; ; ;NA;0;0;0;3436
285020;Hokkaido-Komagatake;stratovolcano;2000;Japan;Japan, Taiwan, Marianas;Hokkaido;42.063;140.677;1131;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite; ; ; ; ; ; ; ; ;NA;173;23091;234213;962081
222070;Homa Mountain;complex;Unknown;Kenya;Africa and Red Sea;Africa (eastern);-0.38;34.5;1751;Rift zone / Continental crust (>25 km);Evidence Credible;Foidite;Phonolite; ; ; ; ; ; ; ;NA;16124;60670;628701;10069120
322010;Hood;stratovolcano;1866;United States;Canada and Western USA;USA (Oregon);45.374;-121.695;3426;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite; ; ; ; ;Dacite; ; ; ;NA;0;850;9721;2067520
320080;Hoodoo Mountain;subglacial;-7050;Canada;Canada and Western USA;Canada;56.78;-131.28;1850;Intraplate / Continental crust (>25 km);Eruption Dated;Phonolite;Trachyte / Trachydacite; ; ; ;Basalt / Picro-Basalt; ; ; ;NA;0;0;0;2330
371051;Hromundartindur;stratovolcano;Unknown;Iceland;Iceland and Arctic Ocean;Iceland (southwestern);64.083;-21.333;550;Rift zone / Oceanic crust (< 15 km);Evidence Uncertain;Basalt / Picro-Basalt; ; ; ; ; ; ; ; ;NA;5738;5738;26028;201964
332040;Hualalai;shield;1801;United States;Hawaii and Pacific Ocean;Hawaiian Islands;19.692;-155.87;2523;Intraplate / Oceanic crust (< 15 km);Eruption Observed;Basalt / Picro-Basalt; ; ; ; ;Trachybasalt / Tephrite Basanite;Trachyte / Trachydacite; ; ;NA;35906;35906;46959;166240
354005;Huambo;volcanicfield;-700;Peru;South America;Peru;-15.83;-72.13;4550;Subduction zone / Continental crust (>25 km);Eruption Dated;Trachyandesite / Basaltic Trachyandesite; ; ; ; ;Andesite / Basaltic Andesite; ; ; ;NA;301;1157;7271;1028814
357123;Huanquihue Group;stratovolcano;1750;Argentina;South America;Central Chile and Argentina;-39.887;-71.58;2189;Subduction zone / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;Andesite / Basaltic Andesite; ; ; ; ; ; ; ;NA;22;108;3515;190322
354030;Huaynaputina;stratovolcano;1600;Peru;South America;Peru;-16.608;-70.85;4850;Subduction zone / Continental crust (>25 km);Eruption Observed;Dacite; ; ; ; ; ; ; ; ;NA;36;210;9153;1088509
390028;Hudson Mountains;stratovolcano;-210;Antarctica;Antarctica;Antarctica and South Sandwich Islands;-74.33;-99.42;749;Intraplate / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;Trachybasalt / Tephrite Basanite; ; ; ; ; ; ; ;NA;0;0;0;0
358057;Hudson, Cerro;stratovolcano;2011;Chile;South America;Southern Chile and Argentina;-45.9;-72.97;1905;Subduction zone / Continental crust (>25 km);Eruption Observed;Basalt / Picro-Basalt;Trachyandesite / Basaltic Trachyandesite;Trachyte / Trachydacite;Trachybasalt / Tephrite Basanite;Andesite / Basaltic Andesite; ; ; ; ;NA;0;12;28;81642
358030;Huequi;lavadome;1920;Chile;South America;Southern Chile and Argentina;-42.377;-72.578;1318;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;Dacite; ; ; ; ; ; ; ;NA;0;7;1076;107960
261280;Hulubelu;caldera;Unknown;Indonesia;Indonesia;Sumatra;-5.334;104.59;849;Subduction zone / Continental crust (>25 km);Unrest / Holocene;Andesite / Basaltic Andesite;Dacite;Basalt / Picro-Basalt; ; ; ; ; ; ;NA;56894;56894;99405;4261988
261200;Hululais;compound;Unknown;Indonesia;Indonesia;Sumatra;-3.247;102.239;2122;Subduction zone / Continental crust (>25 km);Unrest / Holocene;Basalt / Picro-Basalt;Andesite / Basaltic Andesite; ; ; ; ; ; ; ;NA;9;21;45038;1566370
341093;Humeros, Los;caldera;-4470;Mexico;México and Central America;Mexico;19.68;-97.45;3150;Subduction zone / Continental crust (>25 km);Eruption Dated;Rhyolite;Andesite / Basaltic Andesite;Dacite;Basalt / Picro-Basalt; ;Trachyte / Trachydacite; ; ; ;NA;7461;27331;566898;5710131
253050;Iamalele;lavadome;Unknown;Papua New Guinea;Melanesia and Australia;New Guinea and D'Entrecasteaux Islands;-9.52;150.53;200;Subduction zone / Continental crust (>25 km);Evidence Credible;Andesite / Basaltic Andesite;Rhyolite;Basalt / Picro-Basalt; ; ; ; ; ; ;NA;382;766;8026;113875
268030;Ibu;stratovolcano;2020;Indonesia;Indonesia;Halmahera;1.488;127.63;1325;Subduction zone / Oceanic crust (< 15 km);Eruption Observed;Andesite / Basaltic Andesite;Basalt / Picro-Basalt; ; ; ; ; ; ; ;NA;1560;14549;64581;637988
300710;Iettunup;shield;Unknown;Russia;Kamchatka and Mainland Asia;Kamchatka Peninsula;58.4;161.08;1340;Subduction zone / Continental crust (>25 km);Evidence Uncertain;Basalt / Picro-Basalt;Andesite / Basaltic Andesite; ; ; ; ; ; ; ;NA;0;0;2;2905
222161;Igwisi Hills;pyroclasticcone;-10450;Tanzania;Africa and Red Sea;Africa (eastern);-4.889;31.933;1146;Rift zone / Continental crust (>25 km);Eruption Dated;Foidite; ; ; ; ; ; ; ; ;NA;37034;37034;105827;774440
263350;Ijen;stratovolcano;1999;Indonesia;Indonesia;Java;-8.058;114.242;2769;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;Basalt / Picro-Basalt; ; ; ;Dacite; ; ; ;NA;1098;5504;664199;6846855
300670;Iktunup;shield;Unknown;Russia;Kamchatka and Mainland Asia;Kamchatka Peninsula;58.08;160.77;2300;Subduction zone / Continental crust (>25 km);Evidence Uncertain;Basalt / Picro-Basalt;Andesite / Basaltic Andesite; ; ; ; ; ; ; ;NA;0;0;16;1965
313020;Iliamna;stratovolcano;1876;United States;Alaska;Alaska (southwestern);60.032;-153.09;3053;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite; ; ; ; ;Basalt / Picro-Basalt; ; ; ;NA;0;0;1;7564
264220;Iliboleng;stratovolcano;1993;Indonesia;Indonesia;Lesser Sunda Islands;-8.342;123.258;1659;Subduction zone / Crustal thickness unknown;Eruption Observed;Basalt / Picro-Basalt;Andesite / Basaltic Andesite; ; ; ; ; ; ; ;NA;30359;87503;260688;757701
264240;Ililabalekan;stratovolcano;Unknown;Indonesia;Indonesia;Lesser Sunda Islands;-8.55;123.38;1018;Subduction zone / Crustal thickness unknown;Unrest / Holocene;Basalt / Picro-Basalt;Andesite / Basaltic Andesite; ; ; ; ; ; ; ;NA;7747;14260;123287;756090
264170;Ilimuda;stratovolcano;Unknown;Indonesia;Indonesia;Lesser Sunda Islands;-8.479;122.761;881;Subduction zone / Crustal thickness unknown;Unrest / Holocene;Andesite / Basaltic Andesite; ; ; ; ; ; ; ; ;NA;32343;72197;263803;903546
264250;Iliwerung;complex;2013;Indonesia;Indonesia;Lesser Sunda Islands;-8.53;123.57;1018;Subduction zone / Crustal thickness unknown;Eruption Observed;Basalt / Picro-Basalt;Andesite / Basaltic Andesite; ; ; ; ; ; ; ;NA;968;4318;79569;665081
352041;Illiniza;stratovolcano;Unknown;Ecuador;South America;Ecuador;-0.659;-78.714;5248;Subduction zone / Continental crust (>25 km);Evidence Credible;Andesite / Basaltic Andesite;Dacite; ; ; ;Rhyolite; ; ; ;NA;535;6034;158371;3941221
343060;Ilopango;caldera;1880;El Salvador;México and Central America;El Salvador and Honduras;13.672;-89.053;450;Subduction zone / Continental crust (>25 km);Eruption Observed;Dacite;Andesite / Basaltic Andesite;Basalt / Picro-Basalt; ; ;Rhyolite; ; ; ;NA;2049583;2049583;2948989;6689160
352004;Imbabura;compound;-5550;Ecuador;South America;Ecuador;0.258;-78.183;4609;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;Dacite; ; ; ; ; ; ; ;NA;538;96294;477043;3245887
314060;Imuruk Lake;shield;300;United States;Alaska;Alaska (western);65.517;-163.45;610;Intraplate / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt; ; ; ; ; ; ; ; ;NA;0;0;0;0
321070;Indian Heaven;shield;-6250;United States;Canada and Western USA;USA (Washington);45.93;-121.82;1806;Subduction zone / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;Andesite / Basaltic Andesite; ; ; ; ; ; ; ;NA;687;687;6911;2019828
357041;Infiernillo;volcanicfield;-6890;Argentina;South America;Central Chile and Argentina;-35.123;-69.9;3007;Intraplate / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite; ; ; ; ; ; ; ; ;NA;270;270;1374;40368
264090;Inielika;complex;2001;Indonesia;Indonesia;Lesser Sunda Islands;-8.73;120.98;1559;Subduction zone / Crustal thickness unknown;Eruption Observed;Andesite / Basaltic Andesite; ; ; ; ; ; ; ; ;NA;4601;27281;162299;818815
264080;Inierie;stratovolcano;-8050;Indonesia;Indonesia;Lesser Sunda Islands;-8.875;120.95;2245;Subduction zone / Crustal thickness unknown;Eruption Dated;Andesite / Basaltic Andesite;Basalt / Picro-Basalt; ; ; ; ; ; ; ;NA;1073;7501;101938;809293
284120;Ioto;caldera;2012;Japan;Japan, Taiwan, Marianas;Izu, Volcano, and Mariana Islands;24.751;141.289;169;Subduction zone / Crustal thickness unknown;Eruption Observed;Trachyandesite / Basaltic Trachyandesite;Trachyte / Trachydacite; ; ; ; ; ; ; ;NA;1179;1179;1189;1370
282020;Io-Torishima;complex;1968;Japan;Japan, Taiwan, Marianas;Ryukyu Islands and Kyushu;27.881;128.223;212;Subduction zone / Oceanic crust (< 15 km);Eruption Observed;Andesite / Basaltic Andesite; ; ; ; ; ; ; ; ;NA;0;0;0;52818
342190;Ipala;stratovolcano;Unknown;Guatemala;México and Central America;Guatemala;14.55;-89.63;1650;Subduction zone / Continental crust (>25 km);Evidence Credible;Basalt / Picro-Basalt; ; ; ; ; ; ; ; ;NA;3381;25003;332154;6136659
345060;Irazu;stratovolcano;1994;Costa Rica;México and Central America;Costa Rica;9.979;-83.852;3432;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;Basalt / Picro-Basalt; ; ; ; ; ; ; ;NA;1978;25442;1667528;3432860
341023;Isabel, Isla;tuffcone;Unknown;Mexico;México and Central America;Mexico;21.848;-105.886;95;Subduction zone / Continental crust (>25 km);Evidence Uncertain;Basalt / Picro-Basalt;Trachybasalt / Tephrite Basanite; ; ; ; ; ; ; ;NA;0;0;0;0
273042;Isarog;stratovolcano;-3500;Philippines;Philippines and SE Asia;Luzon;13.658;123.38;1966;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite; ; ; ; ; ; ; ; ;NA;146;27806;1208269;4291363
211030;Ischia;complex;1302;Italy;Mediterranean and Western Asia;Italy;40.73;13.897;789;Subduction zone / Continental crust (>25 km);Eruption Observed;Trachyte / Trachydacite;Trachyandesite / Basaltic Trachyandesite; ; ; ;Phonolite;Trachybasalt / Tephrite Basanite;Phono-tephrite /  Tephri-phonolite; ;NA;18669;20210;383661;5729354
320090;Iskut-Unuk River Cones;pyroclasticcone;1800;Canada;Canada and Western USA;Canada;56.58;-130.55;1880;Intraplate / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt; ; ; ; ; ; ; ; ;NA;0;0;0;663
